Reef,lat,lon,cell_lat,cell_lon,dist_km,cell
NIDOS,25.277751,-110.933121,25.375,249.125,12.2905689416586,25.375 249.125
MONSERRAT_REINITA,25.747822,-111.060217,25.625,248.875,15.1215281338894,25.625 248.875
CERRALVO_CARPINTERO,24.3250655,-109.9400135,24.375,250.125,8.61431508833924,24.375 250.125
MONSERRAT_GALERAS,25.742757,-111.046611,25.625,248.875,15.269494952687,25.625 248.875
SB_2,26.369888,-111.423631,26.375,248.625,4.87796808124373,26.375 248.625
PUNTA_ARENAS,24.043448,-109.825199,24.125,250.125,10.3822088286508,24.125 250.125
ESPIRITU_SANTO_TIJERETAS,24.571596,-110.414701,24.625,249.625,7.16759597132167,24.625 249.625
BURROS,25.032361,-110.803731,25.125,249.125,12.555042063392,25.125 249.125
MUERTOS,24.249722,-110.150001,24.375,249.875,14.1587767747879,24.375 249.875
SALSIPUEDES,28.718915,-112.948853,28.625,247.125,12.6872903657554,28.625 247.125
SAN_DIEGO_ABNEGADO,25.182633,-110.710011,25.125,249.375,10.690206660741,25.125 249.375
SAN_MARCOS_ESTE,27.223216,-112.045528,27.375,247.875,18.614996656985,27.375 247.875
LINEA,23.319897,-109.417391,23.375,250.625,7.50141761190788,23.375 250.625
ESPIRITU_SANTO_SAN_GABRIEL,24.413891,-110.354441,24.375,249.625,4.79955467987773,24.375 249.625
BLEDITO,23.361148,-109.421591,23.375,250.625,4.99895125993979,23.375 250.625
ESPIRITU_SANTO_MUELLECITOS_SOMERO,24.58575,-110.38321,24.625,249.625,4.4426254037206,24.625 249.625
ESPIRITU_SANTO_DISPENSA,24.400494,-110.348259,24.375,249.625,3.92048111144702,24.375 249.625
PUNTA_BOTELLA,25.292517,-110.93405,25.375,249.125,10.9242601295953,25.375 249.125
ESPIRITU_SANTO_BONANZA,24.455518,-110.29038,24.375,249.625,12.3922598366094,24.375 249.625
LORETO_ISLOTE_JUNCALITO,25.841111,-111.315833,25.875,248.875,19.463360943084,25.875 248.875
PESCADOR,28.935405,-113.382567,29.125,246.625,21.0948350879126,29.125 246.625
ANEGADA,22.8785545,-109.8988365,22.875,250.125,2.47379614443419,22.875 250.125
DON_JUAN,28.959777,-113.438793,29.125,246.625,19.3904058834049,29.125 246.625
SAN_JUANITO_20,21.708731,-106.675311,21.875,253.375,19.2041509183733,21.875 253.375
SB_19,26.383629,-111.427208,26.375,248.625,5.28854488929984,26.375 248.625
VENTANA,28.990807,-113.495004,29.125,246.625,18.9395853350003,29.125 246.625
GAVILANES_CABO_PULMO,23.452161,-109.424501,23.375,250.625,9.95629966064818,23.375 250.625
CANTILES_GUADALUPE,29.197441,-113.638887,29.375,246.375,19.7895420824162,29.375 246.375
TACHUELAS,23.492131,-109.457481,23.375,250.625,15.5063488727877,23.375 250.625
SB_5,26.362517,-111.428161,26.375,248.625,5.47506527650396,26.375 248.625
MARIA_MADRE_15,21.599441,-106.631441,21.875,253.375,30.6479842540454,21.875 253.375
ESPIRITU_SANTO_CATEDRAL,24.441111,-110.37475,24.375,249.625,7.35125138065281,24.375 249.625
SB_21,26.330897,-111.391314,26.375,248.625,5.1664109859502,26.375 248.625
PORTUGUES,24.747083,-110.677231,24.625,249.375,14.5646177355002,24.625 249.375
GAVIOTA,24.287493,-110.340691,24.375,249.625,10.3326142509736,24.375 249.625
CORONADITO,29.096397,-113.530829,29.125,246.625,15.4691133418942,29.125 246.625
SAN_FRANCISCO_PUNTA_NORTE_FARO,24.842971,-110.566011,24.875,249.375,6.93575568789508,24.875 249.375
CHOROS,28.839478,-113.246814,28.875,246.875,12.5034159540155,28.875 246.875
SAN_EVARISTO_PUNTA_NORTE,24.919291,-110.702781,24.875,249.375,9.26283531406363,24.875 249.375
REFUGIO_MORENA,25.245621,-110.922071,25.125,249.125,14.224202231264,25.125 249.125
BARRA_PRIMERA,23.434781,-109.424377,23.375,250.625,8.34121542835745,23.375 250.625
CHILENO,22.946031,-109.803661,22.875,250.125,10.7597301317243,22.875 250.125
ROFOMEX,24.395547,-110.682765,24.375,249.375,6.28047393995812,24.375 249.375
HABANA,25.129622,-110.861048,25.125,249.125,1.4956525937023,25.125 249.125
SB_1,26.379472,-111.423443,26.375,248.625,4.85135834752543,26.375 248.625
ESPIRITU_SANTO_GALLO,24.466619,-110.385076,24.375,249.625,10.2385190009181,24.375 249.625
MERITO,24.300681,-110.338561,24.375,249.625,9.05102173453233,24.375 249.625
ESPIRITU_SANTO_PUNTA_GALLINA,24.458766,-110.370791,24.375,249.625,9.3240982138664,24.375 249.625
ESPIRITU_SANTO_EMPACHADO,24.447221,-110.378331,24.375,249.625,8.03768838427146,24.375 249.625
SANTA_MARIA,22.927461,-109.815316,22.875,250.125,8.4500133297826,22.875 250.125
ESPIRITU_SANTO_GALLINA,24.456504,-110.383984,24.375,249.625,9.1083670488417,24.375 249.625
AG_CORONADO_MITLAN,29.069818,-113.522121,29.125,246.625,15.5557868915223,29.125 246.625
ESPIRITU_SANTO_ISLOTES_NORTE,24.599432,-110.401188,24.625,249.625,3.88479365084717,24.625 249.625
CERRALVO_NORTE,24.374969,-109.932606,24.375,250.125,5.83453531702632,24.375 250.125
PUNTA_BERRENDO,25.510458,-111.015583,25.625,248.875,16.8128905533458,25.625 248.875
CARMEN_CHOYA,26.044271,-111.178879,26.125,248.875,10.4658454035796,26.125 248.875
CARMEN_PUNTA_PERICO,25.965265,-111.067303,25.875,248.875,11.5774398952753,25.875 248.875
AG_REFUGIO_NORTE,29.555553,-113.560319,29.625,246.375,9.93712549611599,29.625 246.375
CABEZA_BALLENA_CSL,22.902206,-109.842622,22.875,250.125,4.48918386262161,22.875 250.125
ISLOTE_AGUA_VERDE,25.5325745,-111.0637725,25.625,248.875,11.9721697935741,25.625 248.875
ALCATRAZ,29.168623,-113.607147,29.375,246.375,23.0133192712383,29.375 246.375
SAN_ESTEBAN_SUR,28.664925,-112.548377,28.625,247.375,8.69589807710407,28.625 247.375
GIORGIO,22.896039,-109.866002,22.875,250.125,2.51447806348808,22.875 250.125
SAN_ESTEBAN_NOROESTE,28.721165,-112.6112645,28.625,247.375,10.7766971854194,28.625 247.375
ESPIRITU_SANTO_PAILEBOTE,24.504571,-110.308406,24.625,249.625,14.9892519959242,24.625 249.625
CASITAS,23.403539,-109.414811,23.375,250.625,5.15544506664783,23.375 250.625
SANTA_CRUZ_NORTE,25.306181,-110.712471,25.375,249.375,11.6546222179748,25.375 249.375
BALANDRA,24.321321,-110.317736,24.375,249.625,8.32346133159264,24.375 249.625
LISAS,23.458291,-109.428915,23.375,250.625,10.7722106909379,23.375 250.625
PARDITO_REFUGIO,24.853533,-110.579633,24.875,249.375,5.16203617113135,24.875 249.375
AG_SAN_FRANCISQUITO,28.438885,-112.859968,28.375,247.125,7.25423528860351,28.375 247.125
VENTANA_SUR,24.040614,-109.892769,24.125,250.125,9.55510680290562,24.125 250.125
SB_22,26.340247,-111.395133,26.375,248.625,4.35397632408952,26.375 248.625
MARIA_MAGDALENA_8,21.458634,-106.355358,21.875,253.625,46.3422596980844,21.875 253.625
SAN_JUANITO_17,21.773131,-106.670001,21.875,253.375,12.2428125078361,21.875 253.375
ESPIRITU_SANTO_PARTIDA_NORESTE,24.562008,-110.366446,24.625,249.625,7.05758455136616,24.625 249.625
REFUGIO_SAN_MARCIAL,25.530862,-111.004843,25.625,248.875,15.9627678109693,25.625 248.875
PALMILLA_SAN_JOSE,23.005917,-109.711367,23.125,250.375,15.9187753108968,23.125 250.375
CERRALVO_BALISA,24.144871,-109.863211,24.125,250.125,2.5126146709229,24.125 250.125
CARMEN_CUEVITAS,25.940501,-111.201171,25.875,248.875,10.539955352592,25.875 248.875
SB_A04,26.48872,-111.455,26.375,248.625,14.9449111155951,26.375 248.625
ESPIRITU_SANTO_GALLO2,24.46525,-110.38735,24.375,249.625,10.1129422283075,24.375 249.625
CORONADO_TIJERETAS,29.037442,-113.489783,29.125,246.625,14.8056343545972,29.125 246.625
LORETO_NOPOLO,25.917222,-111.342222,25.875,248.875,22.2300389899072,25.875 248.875
SAN_MARCOS_ISLOTES,27.265951,-112.091868,27.375,247.875,12.5596999268542,27.375 247.875
SAN_PEDRO_NOLASCO,27.953795,-111.365698,27.875,248.625,8.80914770205988,27.875 248.625
AG_ANIMAS_LAVADERO,28.698651,-112.904691,28.625,247.125,8.68689335849122,28.625 247.125
SB_15,26.368312,-111.427978,26.375,248.625,5.3299658359819,26.375 248.625
CARMEN_PUNTA_MESETA,25.869225,-111.181911,25.875,248.875,5.73003503694478,25.875 248.875
LORETO_PUNTA_ALTA,25.913908,-111.340281,25.875,248.875,21.9650515591694,25.875 248.875
SANTA_CRUZ_SUR,25.259452,-110.717971,25.375,249.375,15.8873820626037,25.375 249.375
SB_20,26.325542,-111.388156,26.375,248.625,5.65355468367643,26.375 248.625
LORETO_PUERTO_ESCONDIDO,25.811389,-111.291667,25.875,248.875,18.1169134772654,25.875 248.875
MERITO_NORTE,24.302277,-110.338071,24.375,249.625,8.91000451397927,24.375 249.625
TORTUGA_PUNTA_SUR,27.4298833333333,-111.862523333333,27.375,248.125,6.22579813472432,27.375 248.125
TRINIDAD,27.775541,-112.704351,27.875,247.375,13.5351080740068,27.875 247.375
PUNTA_PERICO,24.014233,-109.806733,24.125,250.125,14.1329179505008,24.125 250.125
PEDREGALITO,23.40024,-109.41598,23.375,250.625,5.03677776167473,23.375 250.625
SAN_JUANITO_19,21.738611,-106.701741,21.875,253.375,17.1104581550801,21.875 253.375
SB_17,26.387882,-111.437584,26.375,248.625,6.39672298435326,26.375 248.625
AG_PARTIDA_GILLIGAN,28.891301,-113.044803,28.875,246.875,8.01584667025594,28.875 246.875
SAN_MATEO_NORTE,25.365767,-110.984417,25.375,249.125,11.0410649375696,25.375 249.125
RACITO,29.014756,-113.504526,29.125,246.625,17.570938197501,29.125 246.625
MONSERRAT_PUNTA_NOROESTE,25.708457,-111.059881,25.625,248.875,11.3451585642793,25.625 248.875
PIEDRAS_BOLAS,23.355254,-109.422322,23.375,250.625,5.30606184339887,23.375 250.625
ARCO_PUNTA_ALTA,24.991151,-110.749478,24.875,249.375,18.0095305992529,24.875 249.375
GAVILANCITO_CSL,22.939631,-109.806361,22.875,250.125,10.0535659030251,22.875 250.125
AG_SUSPIRO,28.987659,-113.115138,28.875,246.875,12.563820364216,28.875 246.875
AG_ANIMAS,28.696497,-112.931658,28.625,247.125,9.68321950879383,28.625 247.125
ESPIRITU_SANTO_CARDONAL,24.53703,-110.39948,24.625,249.625,10.0901624398667,24.625 249.625
SAN_JUANITO_18,21.741171,-106.701771,21.875,253.375,16.8600898178571,21.875 253.375
ISLOTE_CABO_PULMO,23.4079945,-109.413335,23.375,250.625,5.36344408511662,23.375 250.625
AG_PARTIDA,28.900188,-113.038225,28.875,246.875,8.9004696533268,28.875 246.875
AG_ESTANQUE,29.067038,-113.081497,29.125,246.875,7.70749722936843,29.125 246.875
MONSERRAT_PUNTA_PLANA,25.660023,-111.045328,25.625,248.875,8.88549402437367,25.625 248.875
PARDITO_ARRECIFE,24.851796,-110.585851,24.875,249.375,4.71776315914575,24.875 249.375
ARCO_SAN_LUCAS,22.876139,-109.892835,22.875,250.125,1.83157245373501,22.875 250.125
CATALANA_PUNTA_ARENAS,25.671111,-110.766667,25.625,249.125,12.0087891511393,25.625 249.125
ISLOTE_ROSARIO,24.251111,-110.149041,24.375,249.875,13.9895764838308,24.375 249.875
ESPIRITU_SANTO_MONO,24.506389,-110.325278,24.625,249.625,14.1149883245781,24.625 249.625
ESPIRITU_SANTO_PUNTA_RAZA,24.475166,-110.386916,24.375,249.625,11.203097314955,24.375 249.625
TORSON,28.839987,-113.261207,28.875,246.875,13.824340343054,28.875 246.875
LORETO_PUNTA COLORADA,26.153131,-111.357274,26.125,248.625,3.59381661143707,26.125 248.625
LOBERA_CABO_PULMO,23.384551,-109.412618,23.375,250.625,3.98366378529797,23.375 250.625
MARIA_MADRE_16,21.662981,-106.537341,21.875,253.375,25.2535566550892,21.875 253.375
CERRALVO_PUNTA_SUR_ESTE,24.136251,-109.801504,24.125,250.125,7.56244374316568,24.125 250.125
DEDO_NEPTUNO,22.877203,-109.895233,22.875,250.125,2.08727850493064,22.875 250.125
PUNTA_GRIETA,24.278151,-110.184031,24.375,249.875,12.318605071547,24.375 249.875
SAN_DIEGUITO_NORTE,25.203031,-110.694921,25.125,249.375,11.17154316459,25.125 249.375
INES_GRANDE,27.058929,-111.909899,27.125,248.125,8.1185297624197,27.125 248.125
SB_23,26.348617,-111.399072,26.375,248.625,3.78923797080126,26.375 248.625
PARDITO_CAYO,24.873233,-110.603751,24.875,249.375,2.15258143438103,24.875 249.375
CABEZA_CABALLO,28.966373,-113.476939,29.125,246.625,20.2315519418997,29.125 246.625
CORONADO_PUNTA_ESTE,29.074067,-113.502283,29.125,246.625,13.6018969824796,29.125 246.625
NEPOMUCENO,24.258791,-110.337034,24.375,249.625,13.4823716992305,24.375 249.625
LORETO_TEPETATE,26.124722,-111.347501,26.125,248.625,2.74553324256316,26.125 248.625
PUNTA_DIABLO,24.312799,-110.337202,24.375,249.625,7.90571012768226,24.375 249.625
CATALANA_PUNTA_OESTE,25.685011,-110.799167,25.625,249.125,10.1144747732346,25.625 249.125
GEMELO_FARO,28.956861,-113.476823,29.125,246.625,21.1549541076127,29.125 246.625
SAN_PEDRO_MARTIR_PUNTA_NORTE,28.388724,-112.314769,28.375,247.625,6.08675501394497,28.375 247.625
PUNTA_OLMECA_CSL,22.897225,-109.874944,22.875,250.125,2.47131390310256,22.875 250.125
SAN_MATEO_SUR,25.356511,-110.981141,25.375,249.125,10.8608514732627,25.375 249.125
PUNTA_SAN_RAFAELITO,24.295016,-110.337661,24.375,249.625,9.66494499423924,24.375 249.625
SAN_ILDEFONSO,26.623724,-111.429816,26.625,248.625,5.4507895015257,26.625 248.625
MARIA_MADRE_14,21.539851,-106.531291,21.875,253.375,38.5037845810751,21.875 253.375
POTANCO,23.381516,-109.420505,23.375,250.625,4.7007067226863,23.375 250.625
SAN_ILDEFONSO_SURESTE,26.626691,-111.424781,26.625,248.625,4.9519491490909,26.625 248.625
SB_10,26.372988,-111.421002,26.375,248.625,4.58822448479184,26.375 248.625
CRUCES,24.216311,-110.088871,24.375,249.875,18.0213089252154,24.375 249.875
SAN_MARCOS_FARO_LEO,27.23977,-112.10944,27.375,247.875,15.115276545762,27.375 247.875
CALABOZO,25.106564,-110.703969,25.125,249.375,8.21075893903412,25.125 249.375
ESPIRITU_SANTO_ARCO_PUNTA_ESTE,24.523333,-110.334444,24.625,249.625,12.0257730041488,24.625 249.625
MARIA_MADRE_2,21.569751,-106.513011,21.875,253.375,35.859371941717,21.875 253.375
ESPIRITU_SANTO_SOANY,24.391116,-110.304853,24.375,249.625,7.32680476146203,24.375 249.625
MONTEALBAN,25.209148,-110.915061,25.125,249.125,10.1884734482826,25.125 249.125
ESPIRITU_SANTO_AYLA_NAVAJAS,24.401222,-110.349222,24.375,249.625,3.91368382830771,24.375 249.625
SAN_JUANITO_23,21.754321,-106.660101,21.875,253.375,13.8995268380844,21.875 253.375
ESPIRITU_SANTO_MORRITOS,24.421083,-110.313417,24.375,249.625,8.07140504555007,24.375 249.625
CATALANA_PUNTA_SUR,25.593158,-110.759095,25.625,249.125,12.14934982404,25.625 249.125
CARMEN_COCODRILOS,25.972717,-111.185227,25.875,248.875,12.4233364578101,25.875 248.875
PALMILLA_ESCALONES,22.99705,-109.72245,22.875,250.375,16.8453820306425,22.875 250.375
CUEVAS,24.952031,-110.733271,24.875,249.375,13.877638469217,24.875 249.375
MARIA_MAGDALENA_4,21.421121,-106.415001,21.875,253.625,50.6380841895443,21.875 253.625
SAN_JOSE_ANIMAS_PINACULOS,25.089468,-110.566743,25.125,249.375,7.07234676941814,25.125 249.375
MARIA_MAGDALENA_5,21.434606,-106.446997,21.875,253.625,49.5316372822322,21.875 253.625
CATALANA_ELEFANTE,25.600935,-110.779707,25.625,249.125,9.92249955495121,25.625 249.125
CATALANA_PUNTA_NORTE,25.713889,-110.774444,25.625,249.125,14.1158008188132,25.625 249.125
CATALANA_ANEGADO_SUR,25.600275,-110.755275,25.625,249.125,12.3154549032819,25.625 249.125
QUEMADO,28.951232,-113.426138,29.125,246.625,19.9514442085151,29.125 246.625
ESPIRITU_SANTO_PUNTA_GALLO,24.466166,-110.374666,24.375,249.625,10.1372530861179,24.375 249.625
CANTIL_MEDIO,23.434309,-109.414791,23.375,250.625,7.74467290243366,23.375 250.625
PUNTA_MECHUDO,24.809281,-110.659191,24.875,249.375,8.08110829895082,24.875 249.375
MORROS_CABO_PULMO,23.461938,-109.407203,23.375,250.625,10.2102360913975,23.375 250.625
BARRA_SAN_COSME,25.568533,-111.143117,25.625,248.875,6.53641107490106,25.625 248.875
AG_REFUGIO_SUR,29.551174,-113.523539,29.625,246.375,12.7921784411904,29.625 246.375
PUNTA_TS,25.031541,-110.589031,25.125,249.375,11.0054459740768,25.125 249.375
ESPIRITU_SANTO_ISLOTES_SOMERO,24.5983,-110.40081,24.625,249.625,3.95251519190029,24.625 249.625
CERRALVO_REINA,24.388762,-109.939961,24.375,250.125,6.75473654355487,24.375 250.125
SAN_PEDRO_MARTIR_PINACULOS,28.368832,-112.301944,28.375,247.625,7.18050956082919,28.375 247.625
PUNTA_COYOTE,24.706066,-110.688271,24.625,249.375,11.051303810783,24.625 249.375
SB_A02,26.50946,-111.453,26.625,248.625,15.007815537025,26.625 248.625
PUNTA_PALMA,24.222161,-110.107911,24.375,249.875,17.0829373509778,24.375 249.875
TURNER,28.715522,-112.291984,28.625,247.625,12.9194831176554,28.625 247.625
SB_18,26.384082,-111.433882,26.375,248.625,5.95190331231493,26.375 248.625
CERRALVO_SUR_BAJO,24.129707,-109.797021,24.125,250.125,7.93066432578367,24.125 250.125
CARRIZALITO,25.347233,-110.978601,25.375,249.125,10.857926286672,25.375 249.125
CARMEN_CAMELLO,25.959242,-111.133537,25.875,248.875,9.40611320585016,25.875 248.875
CALERITA,24.354349,-110.283917,24.375,249.625,9.50742464903758,24.375 249.625
BAHIA_MUERTOS,23.991537,-109.825428,24.125,250.125,15.6707380222867,24.125 250.125
LORETO_ISLOTE_BLANCO,25.743735,-111.225664,25.625,248.875,16.6152669434535,25.625 248.875
SAN_PEDRO_MARTIR_LOBERA_NORTE,28.387808,-112.297151,28.375,247.625,7.74795524570619,28.375 247.625
LORETO_SAN_COSME_CANDELERO,25.679738,-111.174872,25.625,248.875,7.87628538100127,25.625 248.875
PARED NORTE,22.880031,-109.902316,22.875,250.125,2.85383989916948,22.875 250.125
NAVAJAS,23.446164,-109.416728,23.375,250.625,8.98594590037395,23.375 250.625
MOGOTE,24.149561,-110.367771,24.375,249.625,25.0783825345367,24.375 249.625
PALMILLA_REGINA,22.98855,-109.732367,22.875,250.375,16.742571538021,22.875 250.375
CASA_ROJA_CSL,22.898756,-109.856611,22.875,250.125,3.24444568243058,22.875 250.125
SAN_JOSE_PUNTA_SUR,24.884011,-110.525311,24.875,249.375,10.1059650186076,24.875 249.375
SB_3,26.349088,-111.412341,26.375,248.625,4.70560021267805,26.375 248.625
SAN_PEDRO_MARTIR_RABIJUNCO,28.38268,-112.29616,28.375,247.625,7.76020481099985,28.375 247.625
PUNTA_DIABLO_ANGEL_GUARDA,29.289891,-113.186531,29.375,246.875,11.1865799155478,29.375 246.875
MARIA_MAGDALENA_3,21.421371,-106.384961,21.875,253.625,50.4517479670167,21.875 253.625
BAJO_CABO_PULMO,23.457861,-109.405463,23.375,250.625,9.72391602263163,23.375 250.625
SAN_JUANITO_25,21.738761,-106.703351,21.875,253.375,17.1733334951297,21.875 253.375
SAN_JUANITO_24,21.761481,-106.661421,21.875,253.375,13.170765268176,21.875 253.375
ESPERANZA,23.424715,-109.408303,23.375,250.625,6.48919354569572,23.375 250.625
CANTILES_CABO_PULMO,23.438823,-109.410821,23.375,250.625,7.98285144496492,23.375 250.625
SB_12,26.352066,-111.423231,26.375,248.625,5.44001201075837,26.375 248.625
PIBE,23.44234,-109.40888,23.375,250.625,8.24745310837861,23.375 250.625
ESPIRITU_SANTO_C59,24.43973,-110.37683,24.375,249.625,7.20003246760604,24.375 249.625
MARIA_MAGDALENA_6,21.450911,-106.484891,21.875,253.625,48.5046820030595,21.875 253.625
MARIA_MADRE_22,21.698651,-106.653311,21.875,253.375,19.8257993830071,21.875 253.375
SAN_FRANCISQUITO_ADENTRO_BAJO,24.810612,-110.530208,24.875,249.375,11.9477938476962,24.875 249.375
SAN_FRANCISQUITO_AFUERA_BAJO,24.810008,-110.520191,24.875,249.375,12.8091470089227,24.875 249.375
MARIA_MADRE_21,21.698441,-106.663601,21.875,253.375,20.0329494492191,21.875 253.375
ESPIRITU_SANTO_BAJO,24.687731,-110.262588,24.625,249.625,13.3306196606915,24.625 249.625
MARIA_MAGDALENA_7,21.465491,-106.498591,21.875,253.625,47.2924285408616,21.875 253.625
CARMEN_BAJO_SUR,25.770541,-111.180856,25.875,248.875,12.8907550115655,25.875 248.875
PARDITO_BAJO,24.8392125,-110.6085945,24.875,249.375,4.30990235798315,24.875 249.375
BAJO_JOMA,27.927945,-111.052126,27.875,248.875,9.27053315997613,27.875 248.875
ESPIRITU_SANTO_ISLOTES,24.5982475,-110.4003095,24.625,249.625,3.92372269232958,24.625 249.625
SAN_FRANCISQUITO_1M_BAJO,24.810348,-110.579678,24.875,249.375,8.52032029722299,24.875 249.375
ESPIRITU_SANTO_CATEDRAL_BAJO,24.445061,-110.385906,24.375,249.625,7.86830495578603,24.375 249.625
BAJO_GOLFITO_SAN_LUCAS,22.875908,-109.890698,22.875,250.125,1.61142106735018,22.875 250.125
CATALANA_BAJO,25.522776,-110.778288,25.625,249.125,14.9432278054072,25.625 249.125
INES_CHICA,27.049817,-111.905024,27.125,248.125,8.87264205670437,27.125 248.125
BOTAFUEGO,24.763685,-110.664045,24.875,249.375,12.9897977201744,24.875 249.375
ESPIRITU_SANTO_BAJITO,24.596666,-110.40808,24.625,249.625,4.59453980905705,24.625 249.625
ESPIRITU_SANTO_SALVATIERRA,24.384111,-110.294241,24.375,249.625,8.24175738426778,24.375 249.625
MONSERRAT_GALERAS_ESTE,25.741161,-111.042364,25.625,248.875,15.3430667857496,25.625 248.875
PULGUERO,24.351467,-110.245671,24.375,249.875,12.5000719831787,24.375 249.875
SB_4,26.359264,-111.425446,26.375,248.625,5.32166766371635,26.375 248.625
ARRECIFE_MARIO,23.425523,-109.404161,23.375,250.625,6.35740368665034,23.375 250.625
ESPIRITU_SANTO_FANG_MING,24.4447,-110.38135,24.375,249.625,7.77691150620888,24.375 249.625
SAN_JOSE_BAJO,25.118739,-110.708488,25.125,249.375,8.43407428175594,25.125 249.375
PUERTO_DON_JUAN,28.950161,-113.450698,29.125,246.625,20.787457331173,29.125 246.625
CORONADO_PUNTA_LOBOS ,26.13287,-111.26103,26.125,248.625,11.4113874787735,26.125 248.625
CANTIL_SUR,23.43515,-109.41498,23.375,250.625,7.83447721615749,23.375 250.625
ESPIRITU_SANTO_MUELLECITOS_PROFUNDO,24.57735,-110.37958,24.625,249.625,5.31863313647764,24.625 249.625
AG_MACHOS,29.283891,-113.497768,29.375,246.625,15.6293341322067,29.375 246.625
AG_PUNTA_ROJA,29.027972,-113.190012,29.125,246.875,12.502775693022,29.125 246.875
SAN_CARLOS,25.330172,-110.953441,25.375,249.125,9.32608135783739,25.375 249.125
ESPIRITU_SANTO_BONANZA_BAJO,24.450774,-110.281224,24.375,249.625,12.6944556293407,24.375 249.625
SB_13,26.356401,-111.426474,26.375,248.625,5.52957127113393,26.375 248.625
SB_7,26.367948,-111.431686,26.375,248.625,5.70142238600011,26.375 248.625
SB_11,26.349413,-111.418376,26.375,248.625,5.17407931410005,26.375 248.625
SB_16,26.398752,-111.457561,26.375,248.625,8.63758446951805,26.375 248.625
SB_9,26.369437,-111.430568,26.375,248.625,5.57027956712626,26.375 248.625
SB_8,26.367793,-111.430774,26.375,248.625,5.61388144480959,26.375 248.625
CORONADO_ISLOTE,26.106821,-111.305713,26.125,248.625,7.2070735635991,26.125 248.625
SB_14,26.364457,-111.431785,26.375,248.625,5.77738197243998,26.375 248.625
SB_6,26.367831,-111.432951,26.375,248.625,5.82804202097491,26.375 248.625
BAHIA_CONCEPCION_COYOTE,26.723622,-111.883718,26.875,248.125,16.8546907257516,26.875 248.125
